"","iteration","choice","trait","neutral"
"1",1,0.469565217391304,0.486220472440945,0.529527559055118
"2",2,0.526570048309179,0.490157480314961,0.511811023622047
"3",3,0.461883408071749,0.520408163265306,0.495918367346939
"4",4,0.562770562770563,0.535416666666667,0.491666666666667
"5",5,0.530364372469636,0.498973305954825,0.480492813141684
"6",6,0.477064220183486,0.504,0.456
"7",7,0.555066079295154,0.511904761904762,0.482142857142857
"8",8,0.522727272727273,0.513238289205703,0.494908350305499
"9",9,0.506550218340611,0.535070140280561,0.517034068136273
"10",10,0.60352422907489,0.555762081784387,0.518587360594795
"11",11,0.559585492227979,0.529962546816479,0.4812734082397
"12",12,0.559090909090909,0.4921875,0.48046875
"13",13,0.484581497797357,0.490196078431373,0.496078431372549
"14",14,0.472906403940887,0.478927203065134,0.517241379310345
"15",15,0.452488687782805,0.467326732673267,0.504950495049505
"16",16,0.5,0.467326732673267,0.491089108910891
"17",17,0.468468468468468,0.47,0.51
"18",18,0.484848484848485,0.468302658486708,0.52760736196319
"19",19,0.484304932735426,0.477045908183633,0.502994011976048
"20",20,0.448717948717949,0.467836257309941,0.514619883040936
"21",21,0.433962264150943,0.448275862068966,0.511494252873563
"22",22,0.392344497607655,0.446640316205534,0.509881422924901
"23",23,0.504273504273504,0.45979381443299,0.519587628865979
"24",24,0.47136563876652,0.461382113821138,0.538617886178862
"25",25,0.435779816513761,0.482,0.54
"26",26,0.46551724137931,0.495983935742972,0.570281124497992
"27",27,0.563318777292576,0.492871690427699,0.537678207739308
"28",28,0.473684210526316,0.5,0.481927710843373
"29",29,0.513513513513513,0.482688391038697,0.486761710794297
"30",30,0.481481481481481,0.482254697286013,0.521920668058455
"31",31,0.539906103286385,0.511857707509881,0.484189723320158
"32",32,0.466367713004484,0.500952380952381,0.481904761904762
"33",33,0.421052631578947,0.5,0.531872509960159
"34",34,0.551282051282051,0.508264462809917,0.524793388429752
"35",35,0.540425531914894,0.471578947368421,0.532631578947368
"36",36,0.448888888888889,0.502994011976048,0.506986027944112
"37",37,0.545045045045045,0.502868068833652,0.518164435946463
"38",38,0.472361809045226,0.483495145631068,0.545631067961165
"39",39,0.45021645021645,0.47808764940239,0.50996015936255
"40",40,0.41588785046729,0.488095238095238,0.494047619047619
"41",41,0.542372881355932,0.509727626459144,0.466926070038911
"42",42,0.565,0.520628683693517,0.477406679764244
"43",43,0.489082969432314,0.495918367346939,0.491836734693878
"44",44,0.508928571428571,0.482965931863727,0.48496993987976
"45",45,0.431818181818182,0.474308300395257,0.450592885375494
"46",46,0.484304932735426,0.487234042553191,0.457446808510638
"47",47,0.497991967871486,0.45,0.482608695652174
"48",48,0.421940928270042,0.426724137931034,0.467672413793103
"49",49,0.450413223140496,0.456740442655936,0.488933601609658
"50",50,0.429245283018868,0.480314960629921,0.498031496062992
"51",51,0.551111111111111,0.485943775100402,0.487951807228916
"52",52,0.484018264840183,0.48582995951417,0.487854251012146
"53",53,0.508403361344538,0.47239263803681,0.503067484662577
"54",54,0.446009389671362,0.472727272727273,0.478787878787879
"55",55,0.540772532188841,0.487025948103792,0.461077844311377
"56",56,0.486238532110092,0.503042596348884,0.474645030425964
"57",57,0.537190082644628,0.526859504132231,0.477272727272727
"58",58,0.518691588785047,0.525354969574036,0.503042596348884
"59",59,0.491379310344828,0.502982107355865,0.465208747514911
"60",60,0.497652582159624,0.483430799220273,0.475633528265107
"61",61,0.446902654867257,0.430894308943089,0.49390243902439
"62",62,0.419642857142857,0.429166666666667,0.504166666666667
"63",63,0.491596638655462,0.46875,0.517578125
