"","iteration","choice","trait","neutral"
"1",1,0.468354430379747,0.496957403651116,0.529411764705882
"2",2,0.497716894977169,0.507042253521127,0.498993963782696
"3",3,0.491525423728814,0.503042596348884,0.466531440162272
"4",4,0.545023696682464,0.471774193548387,0.439516129032258
"5",5,0.466666666666667,0.44421906693712,0.446247464503043
"6",6,0.502347417840376,0.50796812749004,0.448207171314741
"7",7,0.460869565217391,0.517171717171717,0.43030303030303
"8",8,0.456221198156682,0.496945010183299,0.419551934826884
"9",9,0.502127659574468,0.500970873786408,0.429126213592233
"10",10,0.5,0.480808080808081,0.460606060606061
"11",11,0.459016393442623,0.494908350305499,0.492871690427699
"12",12,0.514285714285714,0.535433070866142,0.531496062992126
"13",13,0.555066079295154,0.475903614457831,0.506024096385542
"14",14,0.475555555555556,0.462321792260692,0.492871690427699
"15",15,0.551569506726457,0.482965931863727,0.511022044088176
"16",16,0.502242152466368,0.507306889352818,0.507306889352818
"17",17,0.502127659574468,0.533049040511727,0.488272921108742
"18",18,0.52991452991453,0.484472049689441,0.469979296066253
"19",19,0.526548672566372,0.482828282828283,0.474747474747475
"20",20,0.538793103448276,0.474949899799599,0.498997995991984
"21",21,0.513761467889908,0.478174603174603,0.478174603174603
"22",22,0.5,0.464646464646465,0.454545454545455
"23",23,0.575892857142857,0.483168316831683,0.473267326732673
"24",24,0.502283105022831,0.542145593869732,0.486590038314176
"25",25,0.458937198067633,0.566793893129771,0.486641221374046
"26",26,0.45,0.541747572815534,0.487378640776699
"27",27,0.47906976744186,0.511673151750973,0.505836575875486
"28",28,0.497630331753554,0.486033519553073,0.508379888268156
"29",29,0.478260869565217,0.5,0.517578125
"30",30,0.527196652719665,0.516194331983806,0.530364372469636
"31",31,0.509523809523809,0.50873786407767,0.506796116504854
"32",32,0.519823788546256,0.468253968253968,0.511904761904762
"33",33,0.475555555555556,0.458574181117534,0.531791907514451
"34",34,0.447004608294931,0.466789667896679,0.544280442804428
"35",35,0.515463917525773,0.460526315789474,0.573308270676692
"36",36,0.502183406113537,0.47568710359408,0.566596194503171
"37",37,0.483471074380165,0.473684210526316,0.545263157894737
"38",38,0.521551724137931,0.483430799220273,0.522417153996101
"39",39,0.48019801980198,0.50188679245283,0.507547169811321
"40",40,0.52112676056338,0.48565965583174,0.504780114722753
"41",41,0.453658536585366,0.513725490196078,0.509803921568627
"42",42,0.551282051282051,0.516260162601626,0.504065040650406
"43",43,0.532467532467532,0.494887525562372,0.507157464212679
"44",44,0.46046511627907,0.49901768172888,0.520628683693517
"45",45,0.464114832535885,0.527938342967245,0.518304431599229
"46",46,0.491452991452991,0.542268041237113,0.507216494845361
"47",47,0.523404255319149,0.560416666666667,0.497916666666667
"48",48,0.556034482758621,0.530364372469636,0.473684210526316
"49",49,0.517391304347826,0.512670565302144,0.487329434697856
"50",50,0.478947368421053,0.5,0.517786561264822
"51",51,0.573839662447257,0.4989816700611,0.529531568228106
"52",52,0.528384279475983,0.539961013645224,0.508771929824561
"53",53,0.461538461538462,0.536203522504892,0.479452054794521
"54",54,0.506666666666667,0.508704061895551,0.495164410058027
"55",55,0.507462686567164,0.513207547169811,0.494339622641509
"56",56,0.458333333333333,0.498031496062992,0.476377952755905
"57",57,0.49537037037037,0.52156862745098,0.472549019607843
"58",58,0.475770925110132,0.523711340206186,0.45360824742268
"59",59,0.550925925925926,0.48605577689243,0.462151394422311
"60",60,0.497777777777778,0.488372093023256,0.453488372093023
"61",61,0.546728971962617,0.49031007751938,0.463178294573643
"62",62,0.481481481481481,0.540856031128405,0.478599221789883
"63",63,0.488372093023256,0.573705179282869,0.49203187250996
"64",64,0.465217391304348,0.486815415821501,0.486815415821501
"65",65,0.481651376146789,0.472222222222222,0.509920634920635
"66",66,0.489270386266094,0.509615384615385,0.505769230769231
"67",67,0.497560975609756,0.530769230769231,0.498076923076923
"68",68,0.534246575342466,0.515873015873016,0.505952380952381
"69",69,0.448430493273543,0.482758620689655,0.521298174442191
"70",70,0.520661157024793,0.456,0.514
"71",71,0.482758620689655,0.477911646586345,0.5
"72",72,0.441666666666667,0.490445859872611,0.462845010615711
"73",73,0.508547008547009,0.486815415821501,0.454361054766734
"74",74,0.511627906976744,0.487025948103792,0.477045908183633
"75",75,0.510822510822511,0.470103092783505,0.474226804123711
"76",76,0.493562231759657,0.45136186770428,0.463035019455253
"77",77,0.5,0.474187380497132,0.411089866156788
"78",78,0.513513513513513,0.49003984063745,0.408366533864542
"79",79,0.560869565217391,0.507276507276507,0.457380457380457
"80",80,0.4375,0.527196652719665,0.481171548117155
"81",81,0.476190476190476,0.529058116232465,0.456913827655311
